通稱,name,scientificName,chineseName,attribute,described,distribution
長距白鶴蘭,Calanthe × dominii,,,,,
麗葉斑竹芋,Calathea bella,,,,,
孔雀竹芋,Calathea makoyana,,,,,
彩斑竹芋,Calathea picturata var. vandenheckei,,,,,
彩虹竹芋,Calathea roseo-picta,,,,,
斑葉竹芋;花葉竹芋,Calathea zebrina,,,,,
多果雞爪草,Calathodes polycarpa,,,,,
圓葉澤瀉,Caldesia grandis,,,,,
金盞花,Calendula officinalis,,,,,
光葉魚藤,Callerya nitida,,,,,
老荊藤;江西崖豆藤,Callerya reticulata,,,,,
,Calliandra haematocephala,,,,,
,Callicarpa dichotoma,,,,,
杜虹花;臺灣紫珠,Callicarpa formosana var. formosana,,,,,
六龜粗糠樹,Callicarpa formosana var. glabrata,,,,,
長葉杜虹花;長葉粗糠樹,Callicarpa formosana var. longifolia,,,,,
灰背葉紫珠;裡白杜虹花,Callicarpa hypoleucophylla,,,,,
朝鮮紫珠;蘭嶼女兒茶,Callicarpa japonica var. luxurians,,,,,
鬼紫珠;枇杷葉紫珠,Callicarpa kochiana,,,,,
長葉紫珠,Callicarpa longissima,,,,,
,Callicarpa mollis,,,,,
細葉紫珠;紅面將軍,Callicarpa pilosissima,,,,,
巒大紫珠;大葉紫珠,Callicarpa randaiensis,,,,,
疏花紫珠,Callicarpa remotiflora,,,,,
疏齒紫珠;恆春紫珠,Callicarpa remotiserrulata,,,,,
銳葉紫珠,Callicarpa tikusikensis,,,,,
大葉錦竹草,Callisia fragrans,,,,,
舖地錦竹草;翠玲瓏,Callisia repens,,,,,
柄果水馬齒,Callitriche deflexa,,,,,
日本水馬齒,Callitriche japonica,,,,,
水馬齒,Callitriche palustris,,,,,
廣東水馬齒,Callitriche palustris var. oryzetorum,,,,,
凹果水馬齒,Callitriche peploides,,,,,
細苞水馬齒,Callitriche raveniana,,,,,
臺灣肖楠;黃肉仔;臺灣翠柏;肖楠,Calocedrus macrolepis var. formosana,,,,,
火花離根香;肉桂草;離根香,Calogyne chinensis subsp.,,,,,
蘭嶼胡桐,Calophyllum blancoi,,,,,
胡桐;瓊崖海棠,Calophyllum inophyllum,,,,,
擬大豆,Calopogonium mucunoides,,,,,
金腰箭舅,Calyptocarpus vialis,,,,,
濱旋花,Calystegia soldanella,,,,,
短柱山茶,Camellia brevistyla,,,,,
尾葉山茶,Camellia caudata,,,,,
臺灣山茶,Camellia formosensis,,,,,
垢果山茶,Camellia furfuracea,,,,,
恆春山茶,Camellia hengchunensis,,,,,
日本山茶,Camellia japonica,,,,,
落瓣油茶,Camellia kissi,,,,,
能高山茶,Camellia nokoensis,,,,,
,Camellia oleifera,,,,,
柳葉山茶,Camellia salicifolia,,,,,
,Camellia sasanqua,,,,,
茶樹,Camellia sinensis,,,,,
細葉山茶,Camellia tenuifolia,,,,,
阿里山茶,Camellia transarisanensis,,,,,
泛能高山茶,Camellia transnokoensis,,,,,
毛枝連蕊茶,Camellia trichoclada,,,,,
桔梗,Campanula dimorphantha,,,,,
彩鐘花;風鈴草,Campanula medium,,,,,
喜樹,Camptotheca acuminata,,,,,
彎龍骨,Campylotropis giraldii,,,,,
橄欖,Canarium album,,,,,
爪哇橄欖,Canarium commun,,,,,
菲島橄欖,Canarium ovatem,,,,,
小果刀豆,Canavalia cathartica,,,,,
關刀豆;尖萼刀豆,Canavalia ensiformis,,,,,
肥豬豆,Canavalia lineata,,,,,
濱刀豆;海刀豆,Canavalia rosea,,,,,
黃花美人蕉,Canna flaccida,,,,,
美人蕉;白蓮蕉花;白花曇花;紫葉美人蕉;紅花美人蕉,Canna indica,,,,,
紫葉美人蕉,Canna warscewiczii,,,,,
金葉美人蕉,Canna × generalis cv. Jinnye,,,,,
朴萊木,Canthium gynochthodes,,,,,
硬稈子草,Capillipedium assimile,,,,,
綠島細柄草,Capillipedium kwashotensis,,,,,
細柄草,Capillipedium parviflorum,,,,,
銳葉山柑,Capparis acutifolia,,,,,
多花山柑,Capparis floribunda,,,,,
蘭嶼山柑,Capparis lanceolaris,,,,,
小刺山柑,Capparis micracantha var. henryi,,,,,
毛花山柑,Capparis pubiflora,,,,,
毛瓣蝴蝶木,Capparis sabiaefolia,,,,,
山柑,Capparis sikkimensis subsp. formosana,,,,,
薺,Capsella bursa-pastoris,,,,,
辣椒,Capsicum annuum,,,,,
甜椒,Capsicum annuum var. grossum,,,,,
辣椒,Capsicum frutescens,,,,,
朝天椒,Capsicum frutescens var. conoides,,,,,
阿玉碎米薺,Cardamine agyokumontana,,,,,
焊菜,Cardamine flexuosa,,,,,
,Cardamine heterandra,,,,,
臺灣碎米薺,Cardamine hirsuta,,,,,
水花菜,Cardamine impatiens,,,,,
日本焊菜,Cardamine nipponica,,,,,
腎葉碎米薺,Cardamine reniformis,,,,,
,Cardamine violifolia var. pilosa,,,,,
大花倒地鈴,Cardiospermum grandiflorum,,,,,
倒地鈴,Cardiospermum halicacabum,,,,,
林下薹,Carex alliiformis,,,,,
川上氏薹;高山日本薹;綠穗薹草;似橫果薹草,Carex alopecuroides,,,,,
宜蘭宿柱薹,Carex alterniflora,,,,,
阿里山疏花薹,Carex arisanensis,,,,,
南湖扁果薹,Carex atrata,,,,,
紅果薹,Carex baccans,,,,,
短葉二柱薹,Carex bilateralis,,,,,
垂穗薹,Carex brachyathera,,,,,
短莖宿柱薹,Carex breviculmis,,,,,
大山宿柱薹,Carex brevicuspis,,,,,
寬果宿柱薹,Carex breviscapa,,,,,
布朗薹,Carex brownii,,,,,
束草;莎草,Carex brunnea,,,,,
單穗薹,Carex capillacea,,,,,
大井氏扁果薹;高加索薹草,Carex caucasica,,,,,
黃花薹,Carex chrysolepis,,,,,
煙火薹;十字薹草,Carex cruciata var. argocarpus,,,,,
隱柱薹;多序宿柱薹,Carex cryptostachys,,,,,
芒尖薹;大穗日本薹;日本薹草,Carex doniana,,,,,
線葉宿柱薹,Carex fernaldiana,,,,,
紅鞘薹;蕨狀薹草,Carex filicina,,,,,
長柱薹;亮綠薹草,Carex finitima var. attenuata,,,,,
寶島宿柱薹,Carex formosensis,,,,,
茶色扁果薹,Carex fulvorubescens,,,,,
細穗宿柱薹,Carex gracilispica,,,,,
水鳥薹;異型菱果薹,Carex grallatoria var. heteroclita,,,,,
鳳凰宿柱薹,Carex hoozanensis,,,,,
褐柄薹;班囊果薹;沙地薹草,Carex kiotensis,,,,,
海米;篩草,Carex kobomugi,,,,,
舌葉薹;貝舌薹,Carex ligulata var. glabriutriculata,,,,,
劉氏薹;臺中薹草,Carex liui,,,,,
長梗扁果薹,Carex longistipes,,,,,
菱果薹;和平菱果薹;銳果薹草,Carex macrandrolepis,,,,,
斑點薹;寬囊果薹,Carex maculata,,,,,
牧野氏薹,Carex makinoensis,,,,,
夢佳宿柱薹,Carex manca subsp. takasagoana,,,,,
寬穗薹;銹果薹草,Carex metallica,,,,,
具芒宿柱薹;具芒灰帽薹草,Carex mitrata var. aristata,,,,,
森氏薹,Carex morii,,,,,
毛囊果薹;條穗薹草,Carex nemostachys,,,,,
聚生穗序薹;雲霧薹草,Carex nubigena,,,,,
直蕊宿柱薹,Carex orthostemon,,,,,
球穗薹;南投薹,Carex oxyandra,,,,,
黃穗薹;霹靂薹草,Carex perakensis,,,,,
鏡子薹;七星斑囊果薹,Carex phacota,,,,,
小海米;矮生薹草,Carex pumila,,,,,
太魯閣薹,Carex purpureotincta,,,,,
紅頭薹,Carex rafflesiana,,,,,
初島氏宿柱薹;喙果薹草,Carex rhynchachaenium,,,,,
高山穗序薹;書帶薹草,Carex rochebrunii,,,,,
油薹;砂地薹草,Carex satzumensis,,,,,
鹼簣;糙葉薹草,Carex scabrifolia,,,,,
花葶薹草,Carex scaposa,,,,,
硬果薹;太平山薹,Carex sclerocarpa,,,,,
中國宿柱薹,Carex sociata,,,,,
亞紅鞘薹;近蕨薹草,Carex subfilicinoides,,,,,
臺北薹;銳果薹,Carex taihokuensis,,,,,
臺灣疏花薹,Carex taiwanensis,,,,,
大武宿柱薹;長穗薹草,Carex transalpina,,,,,
抱鱗宿柱薹;合?薹草,Carex tristachya var. pocilliformis,,,,,
扁果薹,Carex urelytra,,,,,
布氏宿柱薹;健壯薹草,Carex wahuensis,,,,,
番木瓜,Carica papaya,,,,,
卡梨撒;美國櫻桃,Carissa grandiflora,,,,,
巴拿馬草,Carludovica palmata,,,,,
滿福木;福建茶;小葉厚殼樹,Carmona retusa,,,,,
天名精,Carpesium abrotanoides,,,,,
杓兒菜,Carpesium cernuum,,,,,
煙管草,Carpesium divaricatum,,,,,
細川氏天名精,Carpesium minus,,,,,
黃金珠,Carpesium nepalense,,,,,
太魯閣千金榆,Carpinus hebestroma,,,,,
阿里山千金榆,Carpinus kawakamii,,,,,
蘭邯千金榆,Carpinus rankanensis,,,,,
,Carthamus tinctorius,,,,,
長山核桃,Carya illinoensis,,,,,
灰葉蕕,Caryopteris incana,,,,,
叢立孔雀椰子,Caryota mitis,,,,,
孔雀椰子,Caryota urens,,,,,
嘉賜木;球花嘉賜木;球花腳骨脆,Casearia glomerata,,,,,
薄葉嘉賜木,Casearia membranacea,,,,,
白柿,Casimiroa edulis,,,,,
繁花決明,Cassia floribunda,,,,,
,Cassia grandis,,,,,
澎湖決明,Cassia sophora var. penghuana,,,,,
無根草,Cassytha filiformis,,,,,
茅栗;栗子;日本板栗,Castanea crenata,,,,,
板栗;Chinesechestnut,Castanea mollissima,,,,,
,Castanopsis borneensis,,,,,
長尾栲;米櫧;卡氏櫧;長尾柯;長尾尖葉櫧,Castanopsis carlesii,,,,,
桂林栲;中國苦櫧;狗栗;錐;栲栗;米錐,Castanopsis chinensis,,,,,
反刺苦櫧;淋漓柯;甜櫧;甜櫧栲;反刺櫧,Castanopsis eyrei,,,,,
星刺栲;羅浮錐;短刺櫧;星狀短刺櫧,Castanopsis fabri,,,,,
火燒栲;火燒柯;刺栲;栲;栲樹;紅背櫧;赤校,Castanopsis fargesii,,,,,
臺灣苦櫧;臺灣錐栗;臺灣櫧;海南栲樹;校力,Castanopsis formosana,,,,,
,Castanopsis hystrix,,,,,
印度苦櫧;枹櫟;漸尖葉櫧;恆春椎栗;印度栲,Castanopsis indica,,,,,
大葉苦櫧;青鉤栲;川上氏櫧;吊皮椆;格氏栲;赤校,Castanopsis kawakamii,,,,,
細刺苦櫧;草野錐果;草野氏櫧,Castanopsis kusanoi,,,,,
烏來柯;淋漓;鱗苞錐;楒;淋漓錐,Castanopsis uraiana,,,,,
,Castanospermum australe,,,,,
千頭木麻黃,Casuarina nana,,,,,
長春花,Catharanthus roseus,,,,,
角花烏斂莓,Cayratia corniculata,,,,,
臺灣烏斂莓,Cayratia formosana,,,,,
虎葛;烏斂莓,Cayratia japonica,,,,,
海岸烏斂莓,Cayratia maritima,,,,,
細葉烏蘞莓,Cayratia tenuifolia,,,,,
號角樹,Cecropia peltata,,,,,
過山楓;穿山龍;一條龍,Celastrus aculeatus,,,,,
南華南蛇藤,Celastrus hindsii,,,,,
大葉南蛇藤,Celastrus kusanoi,,,,,
多花滇南蛇藤,Celastrus paniculatus,,,,,
光果南蛇藤,Celastrus punctatus,,,,,
短梗南蛇藤;紅繩兒;叢花南蛇藤,Celastrus rosthornianus,,,,,
青葙,Celosia argentea,,,,,
雞冠花,Celosia cristata,,,,,
臺東青葙,Celosia taitoensis,,,,,
沙楠子樹,Celtis biondii,,,,,
石朴;臺灣朴樹,Celtis formosana,,,,,
珊瑚朴,Celtis julianae,,,,,
小葉朴,Celtis nervosa,,,,,
菲律賓朴樹,Celtis philippensis,,,,,
朴樹,Celtis sinensis,,,,,
水牛草,Cenchrus ciliaris,,,,,
蒺藜草,Cenchrus echinatus,,,,,
百金,Centaurium japonicum,,,,,
百金花,Centaurium pulchellum var. altaicum,,,,,
雷公根,Centella asiatica,,,,,
石胡荽;吐金草,Centipeda minima,,,,,
假淡竹葉,Centotheca lappacea,,,,,
胡麻草,Centranthera cochinchinensis,,,,,
菲律賓鈕扣花,Centratherum punctatum subsp. fruticosum,,,,,
白花山珠豆,Centrosema plumieri,,,,,
山珠豆,Centrosema pubescens,,,,,
高山頭蕊蘭;臺灣頭蕊蘭,Cephalanthera alpicola,,,,,
白花肖頭蕊蘭,Cephalantheropsis dolichopoda,,,,,
細葉肖頭蕊蘭,Cephalantheropsis halconensis,,,,,
三伯肖頭蕊蘭,Cephalantheropsis longipes,,,,,
綠花肖頭蕊蘭,Cephalantheropsis obcordata,,,,,
風箱樹;珠花樹,Cephalanthus naucleoides,,,,,
臺灣粗榧;威氏粗榧;臺灣三尖杉,Cephalotaxus wilsoniana,,,,,
卷耳,Cerastium fontanum subsp. vulgare,,,,,
臺灣卷耳,Cerastium formosanum,,,,,
,Cerastium glomeratum,,,,,
,Cerastium ianthes,,,,,
玉山卷耳,Cerastium morrisonense,,,,,
小瓣卷耳,Cerastium parvipetalum,,,,,
,Cerastium subpilosum,,,,,
,Cerastium takasagomontanum,,,,,
金魚藻;松藻,Ceratophyllum demersum,,,,,
細金魚藻;貧角金魚藻,Ceratophyllum kossinskyi,,,,,
五角金魚藻,Ceratophyllum oryzetorum,,,,,
海檬果,Cerbera manghas,,,,,
六角柱,Cereus peruvianus,,,,,
細蕊紅樹,Ceriops tagal,,,,,
,Cestrum nocturnum,,,,,
蟲蟻麻,Chamabainia cuspidata,,,,,
,Chamaeanthus wenzelii,,,,,
鵝鑾鼻決明,Chamaecrista garambiensis,,,,,
假含羞草,Chamaecrista mimosoides,,,,,
大葉假含羞草;大葉山扁豆;短葉決明,Chamaecrista nictitans,,,,,
大葉假含羞草,Chamaecrista nictitans subsp. patellaria var. glabrata,,,,,
豆茶決明,Chamaecrista nomame,,,,,
紅檜;薄皮仔;松梧;松羅;水古杉,Chamaecyparis formosensis,,,,,
臺灣扁柏;黃檜;厚殼仔,Chamaecyparis obtusa var. formosana,,,,,
雪佛里椰子,Chamaedorea seifrizii,,,,,
叢櫚,Chamaerops humilis,,,,,
濱大戟;海濱大戟;細齒大戟,Chamaesyce atoto,,,,,
鵝鑾鼻大戟,Chamaesyce garanbiensis,,,,,
飛揚草;飛楊草,Chamaesyce hirta,,,,,
新竹地錦,Chamaesyce hsinchuensis,,,,,
假紫斑大戟;通奶草,Chamaesyce hypericifolia,,,,,
紫斑大戟,Chamaesyce hyssopifolia,,,,,
斑地錦,Chamaesyce maculata,,,,,
小葉大戟,Chamaesyce makinoi,,,,,
伏生大戟;匍匐大戟,Chamaesyce prostrata,,,,,
匍根大戟,Chamaesyce serpens,,,,,
台西大戟;台西地錦,Chamaesyce taihsiensis,,,,,
田代氏大戟;地錦,Chamaesyce tashiroi,,,,,
千根草,Chamaesyce thymifolia,,,,,
華南大戟,Chamaesyce vachellii,,,,,
山柚,Champereia manillana,,,,,
阿里山水晶蘭;大水晶蘭,Cheilotheca macrocarpa,,,,,
中國指柱蘭,Cheirostylis chinensis,,,,,
斑葉指柱蘭,Cheirostylis clibborndyeri,,,,,
雉尾指柱蘭;臺中叉柱蘭,Cheirostylis cochinchinensis,,,,,
琉球指柱蘭;墨綠指柱蘭;德基叉柱蘭,Cheirostylis liukiuensis,,,,,
羽唇指柱蘭,Cheirostylis octodactyla,,,,,
紅衣指柱蘭,Cheirostylis rubrifolius,,,,,
阿里山指柱蘭,Cheirostylis takeoi,,,,,
和社指柱蘭,Cheirostylis tortilacinia,,,,,
變葉藜,Chenopodium acuminatum subsp. virgatum,,,,,
藜,Chenopodium album,,,,,
臭杏;土荊芥,Chenopodium ambrosioides,,,,,
臺灣藜,Chenopodium formosanum,,,,,
灰綠藜,Chenopodium glaucum,,,,,
薄葉藜;雜配藜,Chenopodium hybridum,,,,,
小葉藜;小藜,Chenopodium serotinum,,,,,
無芒山澗草,Chikusichloa mutica,,,,,
寬囊大蜘蛛蘭,Chiloschista parishii,,,,,
大蜘蛛蘭,Chiloschista segawae,,,,,
日本愛冬葉,Chimaphila japonica,,,,,
臺灣愛冬葉,Chimaphila monticola,,,,,
,Chimonobambusa marmorea,,,,,
四方竹;角竹;疣竹;標竹;四季竹;方竹;箸竹,Chimonobambusa quadrangularis,,,,,
,Chimonobambusa szechuanensis,,,,,
厚葉李欖,Chionanthus coriaceus,,,,,
紅頭李欖,Chionanthus ramiflorus,,,,,
流蘇樹,Chionanthus retusus,,,,,
光萼唇柱苣苔;雙心皮草,Chirita anachoreta,,,,,
蘭嶼擬?木,Chisocheton patens,,,,,
,Chloranthus fortunei,,,,,
寬葉金粟蘭,Chloranthus henryi,,,,,
臺灣及己,Chloranthus oldhamii,,,,,
孟仁草,Chloris barbata,,,,,
垂穗虎尾草,Chloris divaricata,,,,,
澳洲虎尾草,Chloris divaricata var. cynodontoides,,,,,
臺灣虎尾草,Chloris formosana,,,,,
蓋氏虎尾草;非洲虎尾草,Chloris gayana,,,,,
虎尾草,Chloris virgata,,,,,
白紋草,Chlorophytum bichetii,,,,,
吊蘭,Chlorophytum comosum,,,,,
美人樹,Chorisia speciosa,,,,,
蝙蝠草,Christia campanulata,,,,,
舖地蝙蝠草,Christia obcordata,,,,,
假野菰,Christisonia hookeri,,,,,
香澤蘭;飛機草,Chromolaena odorata,,,,,
黃椰子,Chrysalidocarpus lutescens,,,,,
茼蒿,Chrysanthemum coronarium,,,,,
蓬蒿菊,Chrysanthemum frutescens,,,,,
,Chrysanthemum pacificum,,,,,
一口可梅,Chrysobalanus icaco,,,,,
黃唇蘭;臺灣黃唇蘭,Chrysoglossum ornatum,,,,,
竹節草,Chrysopogon aciculatus,,,,,
青貓兒眼睛草,Chrysosplenium delavayi,,,,,
大武貓兒眼睛草,Chrysosplenium hebetatum,,,,,
日本貓兒眼睛草,Chrysosplenium japonicum,,,,,
臺灣貓兒眼睛草,Chrysosplenium lanuginosum var. formosanum,,,,,
菊苣,Cichorium intybus,,,,,
臺灣升麻,Cimicifuga taiwanensis,,,,,
,Cinchona ledgeriana,,,,,
,Cinchona succirubra,,,,,
牡丹葉桂皮,Cinnamomum austrosinense,,,,,
小葉樟,Cinnamomum brevipedunculatum,,,,,
陰香,Cinnamomum burmannii,,,,,
樟樹,Cinnamomum camphora,,,,,
樟樹,Cinnamomum camphora var. camphora,,,,,
栳樟,Cinnamomum camphora var. nominale,,,,,
肉桂,Cinnamomum cassia,,,,,
臺灣肉桂;土肉桂;山肉桂;桂枝;肉桂;阿里參;天竺桂,Cinnamomum insulari-montanum,,,,,
牛樟,Cinnamomum kanehirae,,,,,
蘭嶼肉桂,Cinnamomum kotoense,,,,,
胡氏肉桂,Cinnamomum macrostemon,,,,,
冇樟,Cinnamomum micranthum,,,,,
土肉桂,Cinnamomum osmophloeum,,,,,
土樟,Cinnamomum reticulatum,,,,,
香桂,Cinnamomum subavenium,,,,,
天竺桂,Cinnamomum tenuifolium f. nervosum,,,,,
錫蘭肉桂,Cinnamomum verum,,,,,
高山露珠草,Circaea alpina subsp. imaicola,,,,,
心葉露珠草,Circaea cordata,,,,,
臺灣露珠草,Circaea erubescens,,,,,
禿梗露珠草,Circaea glabrescens,,,,,
南方露珠草,Circaea mollis,,,,,
阿里山薊,Cirsium arisanense,,,,,
雞觴刺;島薊,Cirsium brevicaule,,,,,
鱗毛薊,Cirsium ferum,,,,,
細川氏薊,Cirsium hosokawae,,,,,
薊;小薊;南國小薊;南國薊;雞角刺;刺薊;白花小薊,Cirsium japonicum,,,,,
南國小薊,Cirsium japonicum var. australe,,,,,
白花小薊,Cirsium japonicum var. takaoense,,,,,
玉山薊,Cirsium kawakamii,,,,,
華薊,Cirsium lineare,,,,,
森氏薊,Cirsium morii,,,,,
鈴木氏薊,Cirsium suzukii,,,,,
,Cissampelos pareira var. hirsuta,,,,,
紅毛粉藤,Cissus adnata,,,,,
五葉粉藤,Cissus elongata,,,,,
,Cissus kerrii,,,,,
翼莖粉藤,Cissus pteroclada,,,,,
粉藤,Cissus repens,,,,,
錦屏粉藤,Cissus sicyoides,,,,,
西瓜,Citrullus lanatus,,,,,
萊姆,Citrus aurantifolia,,,,,
來母,Citrus aurantium,,,,,
,Citrus grandis,,,,,
檸檬,Citrus limon,,,,,
佛手柑,Citrus medica var. sarcodactylis,,,,,
,Citrus ponki,,,,,
臺灣香檬,Citrus reticulata var. depressa,,,,,
橘柑,Citrus tachibana,,,,,
南庄橙,Citrus taiwanica,,,,,
,Citrus tankan,,,,,
克拉莎;一本莎;華克拉莎,Cladium jamaicense,,,,,
假鐵莧,Claoxylon brachyandrum,,,,,
短柱黃皮,Clausena anisum-olens,,,,,
過山香,Clausena excavata,,,,,
黃皮,Clausena lansium,,,,,
虎紋蘭,Cleisostoma paniculatum,,,,,
烏來閉口蘭;綠花隔距蘭,Cleisostoma uraiense,,,,,
屏東鐵線蓮,Clematis akoensis,,,,,
威靈仙,Clematis chinensis,,,,,
大肚山威靈仙,Clematis chinensis var. tatushanensis,,,,,
厚葉鐵線蓮,Clematis crassifolia,,,,,
臺灣鐵線蓮;寶島鐵線蓮,Clematis formosana,,,,,
梨山小蓑衣藤,Clematis gouriana var. lishanensis,,,,,
串鼻龍,Clematis grata,,,,,
亨利氏鐵線蓮,Clematis henryi,,,,,
亨利氏鐵線蓮,Clematis henryi var. henryi,,,,,
森氏鐵線蓮,Clematis henryi var. morii,,,,,
串鼻龍,Clematis javana,,,,,
小木通,Clematis lasiandra,,,,,
銹毛鐵線蓮,Clematis leschenaultiana,,,,,
麥氏鐵線蓮;毛柱鐵線蓮,Clematis meyeniana,,,,,
繡球藤,Clematis montana,,,,,
巴氏鐵線蓮,Clematis parviloba subsp. bartlettii,,,,,
,Clematis pierotii,,,,,
華中鐵線蓮,Clematis pseudootophora,,,,,
臺灣草牡丹;臺灣牡丹藤,Clematis psilandra,,,,,
田村氏鐵線蓮,Clematis tamurae,,,,,
田代氏鐵線蓮;琉球鐵線蓮,Clematis tashiroi,,,,,
黃氏鐵線蓮,Clematis tashiroi var. huangii,,,,,
鵝鑾鼻鐵線蓮,Clematis terniflora var. garanbiensis,,,,,
高山鐵線蓮,Clematis tsugetorum,,,,,
柱果鐵線蓮,Clematis uncinata,,,,,
毛果鐵線蓮,Clematis uncinata var. okinawensis,,,,,
柱果鐵線蓮,Clematis uncinata var. uncinata,,,,,
白花菜,Cleome gynandra,,,,,
平伏莖白花菜;成功白花菜,Cleome rutidosperma,,,,,
醉蝶花,Cleome spinosa,,,,,
向天黃,Cleome viscosa,,,,,
化石樹,Clerodendrum calamitosum,,,,,
白毛臭牡丹,Clerodendrum canescens,,,,,
臭茉莉,Clerodendrum chinense,,,,,
大青,Clerodendrum cyrtophyllum,,,,,
苦林盤;白花苦林盤,Clerodendrum inerme,,,,,
龍船花,Clerodendrum kaempferi,,,,,
花蓮海州常山;大井氏海洲常山,Clerodendrum ohwii,,,,,
白花龍船花,Clerodendrum paniculatum var. albiflorum,,,,,
龍吐珠,Clerodendrum thomsonae,,,,,
海州常山;山豬枷,Clerodendrum trichotomum,,,,,
紅淡比,Cleyera japonica,,,,,
紅淡比,Cleyera japonica var. japonica,,,,,
長果紅淡比,Cleyera japonica var. longicarpa,,,,,
森氏紅淡比,Cleyera japonica var. morii,,,,,
太平紅淡比,Cleyera japonica var. taipinensis,,,,,
蘇利南野菊,Clibadium surinamense,,,,,
毛野牡丹藤,Clidemia hirta,,,,,
伏生風輪菜,Clinopodium brownei,,,,,
風輪菜,Clinopodium chinense,,,,,
光風輪;塔花,Clinopodium gracile,,,,,
疏花風輪菜,Clinopodium laxiflorum var. laxiflorum,,,,,
臺灣風輪菜,Clinopodium laxiflorum var. parvifolium,,,,,
鐮刀莢蝶豆,Clitoria falcata,,,,,
蝶豆,Clitoria ternatea,,,,,
大花君子蘭,Clivia miniata,,,,,
臺灣芎窮,Cnidium monnieri var. formosanum,,,,,
紅瓜,Coccinia grandis,,,,,
海葡萄,Coccoloba uvifera,,,,,
樟葉木防己,Cocculus laurifolius,,,,,
木防己;土牛入石,Cocculus orbiculatus,,,,,
可可椰子,Cocos nucifera,,,,,
鐘萼豆,Codariocalyx motorius,,,,,
變葉木,Codiaeum variegatum,,,,,
針刺草,Codonacanthus pauciflorus,,,,,
中美鐘鈴花;玉唇花,Codonanthe crassifoloa,,,,,
金錢豹,Codonopsis javanica subsp. japonica,,,,,
玉山山奶草,Codonopsis kawakamii,,,,,
,Coeloglossum nankotaizanensis,,,,,
咖啡,Coffea arabica,,,,,
薏苡,Coix lacryma-jobi,,,,,
臥莖同籬生果草,Coldenia procumbens,,,,,
到手香,Coleus amboinicus,,,,,
蘭嶼小鞘蕊花,Coleus formosanus,,,,,
,Coleus scutellarioides,,,,,
柯麗白蘭;烏來假吻蘭,Collabium chinense,,,,,
臺灣柯麗白蘭,Collabium formosanum,,,,,
袖珍椰子,Collinia elegans,,,,,
芋,Colocasia esculenta,,,,,
檳榔芋,Colocasia esculenta var. antiquorum,,,,,
水芋頭,Colocasia esculenta var. esculenta,,,,,
臺灣青芋;山芋;小西氏芋,Colocasia formosana,,,,,
大野芋,Colocasia gigantea,,,,,
紫芋,Colocasia tonoimo,,,,,
亞洲濱棗,Colubrina asiatica,,,,,
毛苦苣苔,Columnea purpurata,,,,,
臺灣白木草,Comanthosphace formosana,,,,,
耳葉鴨跖草;蓬萊鴨跖草,Commelina auriculata,,,,,
圓葉鴨跖草;飯包草;竹葉菜,Commelina benghalensis,,,,,
鴨跖草,Commelina communis,,,,,
竹仔菜;節節草,Commelina diffusa,,,,,
大葉鴨跖草;大苞鴨跖草,Commelina paludosa,,,,,
